,Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
0,6001,"⚡ **ТЕПЕРЬ МЫ ЗНАЕМ, ЧТО В ЗАГРЕБЕ РАЗБИЛАСЬ РОССИЙСКАЯ БПЛА-РАКЕТА ТУ-141**

Ранее мы сообщали, что около 23:00 в Загребе упал непознанный летающий объект. СМИ опубликовали информацию, что он напоминал ТУ-141 с красной звездой на крыле. Действительно, скорее всего это был российский БПЛА ""Стриж"". 

**Доказательства:
**
📍 Был зафиксированы пролет БПЛА через территорию Румынии и Венгрии, откуда он попал в воздушное пространство Хорватии. 

📍 На фюзеляже использовалась красная звезда - один из символов ВВС России. Украинская армия использует совершенно другую маркировку, а все подобные опознавательные знаки были заменены в 2014-2015 годах в связи с законом о ""декоммунизации"".

📍 Российская сторона утверждает, что ТУ-141 был снят с вооружения еще в 1991 году. Однако открытые источники показывают, что он до сих пор использует в том числе для учений.

Несколько часов назад российские власти заявили, что в Крыму упал украинский ТУ-141. В качестве доказательства было показано фото разбитого БПЛА. Маркировка фюзеляжа полностью соответствует ВВС России и так же имеет красную звезду. 

Судя по этим событиям, Россия проводит очередную операцию ""под фальшивым флагом"", цель которой не только дискредитировать Украину, но и попытаться скрыть инцедент со своим БПЛА в Хорватии. В данный момент на ряде ресурсов (в том числе на Википедии) оперативно добавляют информацию об использовании этого летательного апарата Вооруженными силами Украины.","⚡ **NOW WE KNOW THAT A RUSSIAN UAV-Rocket TU-141 CRASHED IN ZAGREB**

Earlier, we reported that around 23:00 in Zagreb, an unidentified flying object had fallen. Media published information suggesting it resembled a TU-141 with a red star on the wing. Indeed, it was likely a Russian UAV ""Shturmovik.""

**Evidence:**
📍 The flight path of the UAV was recorded passing through Romanian and Hungarian airspace before entering Croatian airspace.

📍 A red star was used on the fuselage, one of the symbols of the Russian Air Force. The Ukrainian military uses a completely different marking, and all such identification marks were replaced in 2014-2015 due to the decommunization law.

📍 The Russian side claims that the TU-141 was decommissioned as early as 1991. However, open sources show that it is still in use, including for exercises.

Several hours ago, Russian authorities claimed that a Ukrainian TU-141 crashed in Crimea. As evidence, they showed a photo of the crashed UAV. The fuselage marking fully matches the Russian Air Force and also has a red star.

Jud",,,,,
1,6002,"Roskomnadzor to block Instagram in Russia until midnight

Роскомнадзор заблокирует Instagram в России до полуночи",Roskomnadzor will block Instagram in Russia until midnight,,,,,
2,6003,"Russian propaganda media TASS claimed about crashed Ukrainian UAV in Crimea

Российское пропагандистское издание ТАСС заявило о разбившемся в Крыму украинском беспилотнике",The Russian propaganda outlet TASS claimed that a Ukrainian UAV had crashed in Crimea.,,,,,
3,6004,"Some bombs fell on Ukrainian territory. Photos from Ukrainian Border Guard, a few hundred meters to the border.

Некоторые бомбы упали еще на украинской территории. Фотографии от украинских пограничников, несколько сотен метров до границы.","Some bombs fell on Ukrainian territory. Photos from Ukrainian Border Guard, a few hundred meters from the border.",,,,,
4,6005,"❗️💥**UPDATE: Air strike was carried out at the territory of Belarus. From Belarus territory Russian planes entered Ukrainian space and carried out air strikes against Belarus, then leaving  territory of Ukraine.

❗️💥ОБНОВЛЕНИЕ: Нанесен авиаудар по территории Беларуси. С территории Беларуси российские самолеты вошли в украинское пространство и нанесли авиаудары, после чего покинули территорию Украины.**","❗️💥**UPDATE: An air strike was carried out on Belarusian territory. Russian planes entered Ukrainian airspace from Belarusian territory and conducted air strikes in Ukraine before leaving Ukrainian territory.

❗️💥ОБНОВЛЕНИЕ: Нанесен авиаудар по территории Беларуси. С территории Беларуси российские самолеты вошли в украинское пространство и нанесли авиаудары, после чего покинули территорию Украины.**",,,,,
5,6006,"**❗️💥ACCORDING TO UKRAINIAN** **MINISTRY OF INTERNAL AFFAIRS ADVISOR, RUSSIA ORGANIZED “FALSE FLAG” OPERATION AGAINST BELARUS. TWO RUSSIAN SU AIRCRAFT** **ATTACKED BORDER GUAR AT THE TERRITORY OF BELARUS. 
**
❗️**💥ПО СООБЩЕНИЮ СОВЕТНИКА МВД УКРАИНЫ, РОССИЯ ОРГАНИЗОВАЛА ОПЕРАЦИЮ «ПОД ЛОЖНЫМ ФЛАГОМ» ПРОТИВ БЕЛАРУСИ. ДВА РОССИЙСКИХ СУ АТАКОВАЛИ ПОГРАНИЧНИКОВ НА ТЕРРИТОРИИ БЕЛАРУСИ.**","❗️💥ACCORDING TO THE ADVISOR OF THE UKRAINIAN MINISTRY OF INTERNAL AFFAIRS, RUSSIA ORGANIZED A ""FALSE FLAG"" OPERATIONS AGAINST BELARUS. TWO RUSSIAN SU-AIRCRAFT ATTACKED THE BORDER GUARD ON BELARUSIAN TERRITORIAL SOVEREIGNTY.

❗️**💥ACCORDING TO THE ADVISOR OF THE UKRAINIAN MINISTRY OF INTERNAL AFFAIRS, RUSSIA ORGANIZED A ""FALSE FLAG"" OPERATIONS AGAINST BELARUS. TWO RUSSIAN SU-AIRCRAFT ATTACKED THE BORDER GUARD ON BELARUSIAN TERRITORIAL SOVEREIGNTY.**",,,,,
6,6007,"⚡️Right now: Russian troops are purposefully shelling a mosque in Mariupol. The fire has been uninterrupted since 6 am. The mosque serves as a shelter for 86 Turkish citizens, including 34 children.

⚡️Şu anda Rus birlikleri Mariupol'daki camiyi kasten bombalıyor. Bombardıman sabah 6'dan beri aralıksız devam ediyor. Cami, 34'ü çocuk olmak üzere 86 Türk vatandaşına barınak sağlıyor.","⚡️Right now: Russian troops are deliberately shelling a mosque in Mariupol. The bombardment has been continuous since 6 am. The mosque is serving as shelter for 86 Turkish citizens, including 34 children.

⚡️Şu anda Rus birlikleri Mariupol'daki camiyi kasten bombalıyor. Bombardıman sabah 6'dan beri süreksiz olarak devam ediyor. Cami, 34'ü çocuk olan 86 Türk vatandaşına barınak sağlıyor.",,,,,
7,6008,"**Just in**: Self-Proclaimed president of Belarus Alexander Lukashenko claimed, that foreign mercenaries are moving along Ukraine/Belarus border to Chernobyl NPP. That looks like another ""false flag"" operation.

**Только что**: Самопровозглашенный президент Беларуси Александр Лукашенко заявил, что иностранные наемники продвигаются вдоль украинско-белорусской границы к Чернобыльской АЭС. Это похоже на очередную операцию «под ложным флагом».","**Just in**: The self-proclaimed president of Belarus, Alexander Lukashenko, claimed that foreign mercenaries are moving along the Ukraine/Belarus border towards the Chernobyl NPP. This looks like another ""false flag"" operation.

**Только что**: Самопровозглашенный президент Беларуси Александр Лукашенко заявил, что иностранные наемники продвигаются вдоль украинско-белорусской границы к Чернобыльской АЭС. Это похоже на очередную операцию «под ложным флагом».",,,,,
8,6009,"**⚡️Ukraine’s Intelligence: Putin ordered to prepare a terrorist attack on the Chernobyl nuclear power plant**

“It is planned to create a man-made disaster. The occupiers will try to transfer the responsibility to Ukraine” — Chief Directorate of Intelligence of the Ministry of Defence of Ukraine
 
**⚡️ Украинская разведка: Путин отдал приказ подготовить теракт на Чернобыльской атомной станции**

«Планируется совершение техногенной катастрофы. Оккупанты попытаюся перевести ответственность на Украину» — Главное управление разведки Министерства обороны Украины","**⚡️Ukraine's Intelligence: Putin ordered to prepare a terrorist attack on the Chernobyl nuclear power plant**

""It is planned to create a man-made disaster. The occupiers will try to transfer the responsibility to Ukraine"" — Chief Directorate of Intelligence of the Ministry of Defence of Ukraine

**⚡️ Ukrainian Intelligence: Putin Ordered to Prepare a Terrorist Attack on the Chernobyl Nuclear Power Plant**

""Planned to create a man-made disaster. Occupiers will try to transfer responsibility to Ukraine"" — Chief Directorate of Intelligence of the Ministry of Defence of Ukraine",,,,,
9,6010,"**📩 KEY NEWS AS OF 1 PM **

**March 11, 2022** (15th day of the war)**

Russian Army manpower losses as of March 11: 12,500+**
** **
**Lutsk, Ivano-Frankivsk and Dnipro hit by Russian troops**
Explosions were heard from near the airfields in Lutsk and Ivano-Frankivsk. In Dnipro there were three air strikes: near a kindergarten and near an apartment building. The Russians also hit a shoe factory, which caught fire.
[**Source**](https://www.pravda.com.ua/eng/news/2022/03/11/7330287/)

**More than 2.5 million people have fled Ukraine**
More than 2.5 million people have fled Ukraine, U.N. agencies said on Friday, and a further 2 million have been driven from their homes within the country since the start of a Russian invasion on Feb. 24.
[**Source**](https://www.reuters.com/world/europe/more-than-25-million-people-have-fled-ukraine-un-says-2022-03-11/)

**Russian forces ""have a clear order to hold Mariupol hostage, to torment this city"" – Zelenskyy**
The President of Ukraine, Volodymyr Zelenskyy, reported the evacuation of 100,000 Ukrainians and that ""Mariupol and Volnovakha remain completely blocked"".
[**Source**](https://www.pravda.com.ua/eng/news/2022/03/11/7330238/)

**Russian plans to send Middle East combatants to Ukraine**
According to Russian MoD Shoigu, “about 16 thousand applications for voluntary participation in the “special operation” were received from the Middle East”.
[**Source**](https://ua.interfax.com.ua/news/general/811360.html)

**Russian troops target psychoneurological hospital in Kharkiv region, 330 people were inside**
At the time of the enemy’s attack, there were 330 people in the internat! 50 of these have reduced mobility and 10 are wheelchair users. The number of casualties is being established.""
[**Source**](https://www.pravda.com.ua/eng/news/2022/03/11/7330337/)

**European leaders agreed on European Perspective of Ukraine but without concrete commitments**
After hours of debate, EU leaders on Thursday (10 March) stopped short of concrete commitments on Ukraine’s appeal for rapid accession to the bloc and differed over the reach of sanctions against Moscow.
[**Source**](https://www.euractiv.com/section/europe-s-east/news/eu-leaders-tone-down-ukraines-eu-membership-plan/)","**📩 KEY NEWS AS OF 1 PM **

**March 11, 2022** (15th day of the war)**

Russian Army manpower losses as of March 11: 12,500+
Lutsk, Ivano-Frankivsk, and Dnipro hit by Russian troops
Explosions were heard near the airfields in Lutsk and Ivano-Frankivsk. In Dnipro, there were three air strikes: one near a kindergarten and another near an apartment building. The Russians also targeted a shoe factory, which caught fire.

More than 2.5 million people have fled Ukraine
More than 2.5 million people have fled Ukraine, according to UN agencies, and an additional 2 million have been displaced within the country since the Russian invasion began on February 24.

Russian forces ""have a clear order to hold Mariupol hostage, to torment this city"" – Zelenskyy
Ukrainian President Volodymyr Zelenskyy reported the evacuation of 100,000 Ukrainians and stated that ""Mariupol and Volnovakha remain completely blockaded.""

Russian plans to send Middle East",,,,,
